book_name,level,lesson_number,lesson_title,article,german,word_type,persian,english,plural,verb_forms,example_de,example_fa,collocation_de,collocation_fa
Starten Wir,A1,12,Beruf und Leben,🔵 der,Blog,Noun,وبلاگ,blog,die Blogs,,Ich lese einen Blog.,من وبلاگ می‌خوانم.,einen Blog lesen,وبلاگ خواندن
Starten Wir,A1,12,Beruf und Leben,🔴 die,Zeitung,Noun,روزنامه,newspaper,die Zeitungen,,Ich lese die Zeitung.,من روزنامه می‌خوانم.,Zeitung lesen,روزنامه خواندن
Starten Wir,A1,12,Beruf und Leben,🟢 das,TV-Studio,Noun,استودیو تلویزیون,TV studio,die TV-Studios,,Ich arbeite im TV-Studio.,من در استودیو تلویزیون کار می‌کنم.,,
Starten Wir,A1,12,Beruf und Leben,🟢 das,Programm,Noun,برنامه,program,die Programme,,Das Programm ist gut.,برنامه خوب است.,,
Starten Wir,A1,12,Beruf und Leben,🔴 die,Information,Noun,اطلاعات,information,die Informationen,,Ich brauche Informationen.,من به اطلاعات نیاز دارم.,,
Starten Wir,A1,12,Beruf und Leben,🟢 das,Skript,Noun,فیلمنامه,script,die Skripte,,Ich schreibe ein Skript.,من فیلمنامه می‌نویسم.,,
Starten Wir,A1,12,Beruf und Leben,,Leute,Noun,مردم,people,die Leute,,Die Leute sind nett.,مردم مهربان هستند.,,
Starten Wir,A1,12,Beruf und Leben,🔴 die,Welt,Noun,جهان,world,die Welten,,Die Welt ist groß.,جهان بزرگ است.,,
Starten Wir,A1,12,Beruf und Leben,🟢 das,Mittagessen,Noun,ناهار,lunch,die Mittagessen,,Das Mittagessen ist fertig.,ناهار آماده است.,Mittagessen essen,ناهار خوردن
Starten Wir,A1,12,Beruf und Leben,🟢 das,Abendessen,Noun,شام,dinner,die Abendessen,,Das Abendessen ist lecker.,شام خوشمزه است.,Abendessen essen,شام خوردن
Starten Wir,A1,12,Beruf und Leben,🔴 die,Hausaufgabe,Noun,تکلیف,homework,die Hausaufgaben,,Ich mache meine Hausaufgaben.,من تکالیفم را انجام می‌دهم.,Hausaufgaben machen,تکلیف انجام دادن
Starten Wir,A1,12,Beruf und Leben,,vor,Preposition,قبل,in front of,,,Ich warte vor dem Haus.,من جلوی خانه منتظرم.,,
Starten Wir,A1,12,Beruf und Leben,,international,Adjective,بین‌المللی,international,,,Die Firma ist international.,شرکت بین‌المللی است.,,
Starten Wir,A1,12,Beruf und Leben,,nach,Preposition,بعد,after,,,Nach der Arbeit gehe ich nach Hause.,بعد از کار به خانه می‌روم.,,
Starten Wir,A1,12,Beruf und Leben,,jährlich,Adjective,سالانه,annual,,,Die Konferenz findet jährlich statt.,کنفرانس سالانه برگزار می‌شود.,,
Starten Wir,A1,12,Beruf und Leben,,verstehen,Verb,فهمیدن,to understand,,verstand | verstanden,Ich verstehe Deutsch.,من آلمانی می‌فهمم.,,
Starten Wir,A1,12,Beruf und Leben,,planen,Verb,برنامه‌ریزی,to plan,,plante | geplant,Ich plane meinen Urlaub.,من تعطیلاتم را برنامه‌ریزی می‌کنم.,einen Urlaub planen,تعطیلات برنامه‌ریزی کردن
Starten Wir,A1,12,Beruf und Leben,,schälen,Verb,پوست کندن,to peel,,schälte | geschält,Ich schäle den Apfel.,من سیب را پوست می‌کنم.,einen Apfel schälen,سیب پوست کندن
Starten Wir,A1,12,Beruf und Leben,,reisen,Verb,سفر کردن,to travel,,reiste | gereist,Ich reise ins Ausland.,من به خارج سفر می‌کنم.,ins Ausland reisen,به خارج سفر کردن
Starten Wir,A1,12,Beruf und Leben,🔴 die,Auszeit,Noun,استراحت,time off,die Auszeiten,,Ich nehme eine Auszeit.,من استراحت می‌گیرم.,eine Auszeit nehmen,استراحت گرفتن
Starten Wir,A1,12,Beruf und Leben,🔴 die,Muttersprache,Noun,زبان مادری,native language,die Muttersprachen,,Deutsch ist meine Muttersprache.,آلمانی زبان مادری من است.,die Muttersprache sprechen,به زبان مادری صحبت کردن
Starten Wir,A1,12,Beruf und Leben,🟢 das,Wort,Noun,کلمه,word,die Wörter,,Ich lerne ein neues Wort.,من یک کلمه جدید یاد می‌گیرم.,ein Wort lernen,کلمه‌ای یاد گرفتن
Starten Wir,A1,12,Beruf und Leben,🔵 der,Besuch,Noun,ملاقات,visit,die Besuche,,Der Besuch war schön.,ملاقات خوب بود.,Besuch bekommen,ملاقات داشتن
Starten Wir,A1,12,Beruf und Leben,,"""Wie geht' s?""",Phrase,حالت چطوره؟,how are you?,,,"""Wie geht's?""",حالت چطوره؟,,
Starten Wir,A1,12,Beruf und Leben,,"""Was darf' s denn sein?""",Phrase,چی میل دارید؟,what can I get you?,,,"""Was darf's denn sein?""",چی میل دارید؟,,
